FUNCTION,PERIOD,URL
VF 224 INDUSTRIAL RELATIONS,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=224 
VF 24 GEOLOGICAL SURVEY,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=24 
VF 30 FORESTS,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=30 
VF 110 VETERINARY SERVICES,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=110 
VF 111 ANIMAL PROTECTION,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=111 
VF 122 RURAL WATER SUPPLY,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=122 
"VF 132 VERMIN, DESTRUCTION IN FORESTS",,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=132 
VF 133 NOXIOUS WEEDS DESTRUCTION IN FORESTS,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=133 
VF 149 GROUNDWATER RESOURCES,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=149 
VF 151 MINING AND EXTRACTIVE INDUSTRIES,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=151 
VF 152 PETROLEUM INDUSTRY,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=152 
VF 178 SOIL CONSERVATION,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=178 
VF 184 LOCAL GOVERNMENT,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=184 
VF 206 PUBLIC RECORDS,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=206 
VF 215 PLACE NAMES COMMITTEE,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=215 
VF 216 LANDATA,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=216 
VF 229 RESEARCH INSTITUTES,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=229 
"VF 230 FISHERIES, COMMERCIAL LICENCES",,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=230 
VF 244 BUILDING REGULATION,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=244 
VF 245 AGRICULTURE,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=245 
VF 246 FISH MARKETING,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=246 
VF 261 FUEL PRICES REGULATION,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=261 
VF 284 CONSERVATION (FLORA),,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=284 
VF 309 CROWN LANDS (PUBLIC),,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=309 
VF 313 GOVERNMENT INFORMATION SERVICE,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=313 
VF 327 HERITAGE PROTECTION,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=327 
VF 328 ENVIRONMENT PROTECTION,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=328 
VF 342 PLANNING (POST 1988),,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=342 
VF 347 ENVIRONMENT EFFECTS STATEMENTS,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=347 
VF 473 RURAL WATER RESOURCES POLICY,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=473 
VF 493 WATER RESOURCE MANAGEMENT,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=493 
VF 459 PORT OF MELBOURNE - MANAGEMENT AND DEVELOPMENT,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=459 
"VF 248 HEALTH, PUBLIC (INFANT AND MATERNAL)",,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=248 
VF 11 PORTS AND HARBOURS,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=11 
VF 325 SCHOOL BUS SERVICES,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=325 
VF 403 PUBLIC TRANSPORT,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=403 
"VF 491 TRANSPORT SERVICES, CO-ORDINATION OF",,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=491 
VF 28 CEMETERIES,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=28 
VF 67 HOSPITALS AND CHARITIES,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=67 
"VF 128 HEALTH, MENTAL",,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=128 
VF 247 DOMICILIARY CARE SERVICES,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=247 
VF 322 OLDER PERSONS' SERVICES,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=322 
VF 323 SENIOR CITIZENS' WEEK,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=323 
"VF 22 LIBRARY, STATE",,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=22 
VF 53 CRIMES COMPENSATION,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=53 
VF 60 PRISONS AND CORRECTIONAL SERVICES,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=60 
"VF 69 INSURANCE, STATE",,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=69 
VF 82 GALLERIES,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=82 
VF 83 MUSEUMS,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=83 
VF 93 PROBATION AND PAROLE SERVICES (YOUTH),,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=93 
VF 99 IMMIGRATION (MONITORING ARRIVALS),,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=99 
"VF 125 HEALTH, PUBLIC",,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=125 
"VF 174 HOUSING, PUBLIC",,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=174 
VF 193 ARTS FUNDING,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=193 
VF 194 ARTS,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=194 
VF 249 INTELLECTUAL DISABILITY SERVICES,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=249 
VF 250 PHYSICAL AND SENSORY DISABILITY SERVICES,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=250 
VF 251 WELFARE SERVICES (PRE-SCHOOL CHILDREN),,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=251 
VF 252 WELFARE SERVICES,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=252 
"VF 298 CHILDREN'S HOMES, FUNDING",,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=298 
"VF 303 BUILDINGS, HISTORIC (PROTECTION OF)",,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=303 
VF 340 STATE ARTIST,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=340 
VF 394 LAW,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=394 
VF 394 LAW,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=394 
VF 394 LAW,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=394 
VF 394 LAW,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=394 
VF 424 CHILD MAINTENANCE (FINANCIAL ALLOWANCES FOR),,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=424 
"VF 427 CHILDREN, NEGLECTED, REGISTRATION OF HOMES FOR",,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=427 
"VF 450 JUVENILE DELINQUENTS, DETENTION AND WELFARE OF",,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=450 
VF 496 WELFARE SERVICES (FAMILY),,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=496 
VF 498 WELFARE SERVICES (NEGLECTED CHILDREN),,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=498 
VF 499 WELFARE SERVICES (YOUTH),,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=499 
"VF 500 WELFARE, MATERNAL AND CHILD",,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=500 
VF 435 FILM PRODUCTION AND PROMOTION,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=435 
VF 435 FILM PRODUCTION AND PROMOTION,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=435 
VF 148 GAS AND FUEL,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=148 
VF 148 GAS AND FUEL,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=148 
VF 148 GAS AND FUEL,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=148 
VF 11 PORTS AND HARBOURS,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=11 
VF 47 ELECTRIC LIGHT AND POWER,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=47 
VF 47 ELECTRIC LIGHT AND POWER,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=47 
VF 136 HEALTH AND SAFETY (WORKPLACE),,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=136 
VF 148 GAS AND FUEL,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=148 
VF 150 DANGEROUS GOODS,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=150 
VF 195 FILM LIBRARY AND THEATRE,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=195 
VF 223 FIRE SERVICES,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=223 
VF 238 PLANNING (CROWN LAND USE),,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=238 
VF 435 FILM PRODUCTION AND PROMOTION,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=435 
"VF 457 PLUMBERS/GASFITTERS, REGISTRATION/REGULATION OF",,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=457 
"VF 460 PORTS, EASTERN VICTORIA, ADMINISTRATION OF",,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=460 
"VF 467 RAILWAY SURVEY, CONSTRUCTION AND MANAGEMENT",,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=467 
 LIQUOR LICENSING,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=QUOR
VF 173 NATIONAL PARKS,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=173 
VF 68 PUBLIC SERVICE,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=68 
VF 94 LIQUOR LICENSING,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=94 
VF 55 TRANSPORT ACCIDENT COMPENSATION APPEALS,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=55 
VF 94 LIQUOR LICENSING,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=94 
VF 94 LIQUOR LICENSING,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=94 
"VF 125 HEALTH, PUBLIC",,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=125 
"VF 128 HEALTH, MENTAL",,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=128 
VF 141 CONSUMER PROTECTION,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=141 
VF 173 NATIONAL PARKS,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=173 
VF 224 INDUSTRIAL RELATIONS,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=224 
VF 242 PLANNING APPEALS,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=242 
"VF 300 CHARITIES, PUBLIC (INSPECTION OF)",,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=300 
"VF 302 LIQUOR LICENCES, ISSUE AND REGISTRATION OF",,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=302 
VF 365 TAXATION APPEALS,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=365 
VF 366 ADMINISTRATIVE APPEALS,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=366 
VF 366 ADMINISTRATIVE APPEALS,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=366 
VF 469 REGISTRATION SERVICES,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=469 
VF 470 RENT CONTROL - PRESCRIBED PREMISES,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=470 
VF 479 TOURISM PUBLICITY AND PROMOTION,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=479 
VF 481 TOURIST RESORTS AND FACILITIES DEVELOPMENT,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=481 
VF 19 EDUCATION,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=19 
VF 94 LIQUOR LICENSING,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=94 
VF 120 SCHOOL ATTENDANCE REGULATION,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=120 
VF 170 REGIONAL DEVELOPMENT,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=170 
VF 188 WEIGHTS AND MEASURES,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=188 
